date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:57:35	4193/4193	---M--	200	added ('OK')	application/rss+xml	etag:%2221b1f19f3fb6399e13d9821df0ddef4e%22	http://localhost/miviaje/comments/feed/	C:/My%20Web%20Sites/patricia/localhost/miviaje/comments/feed/index.html	(from http://localhost/miviaje/)
09:57:35	10926/10926	---M--	200	added ('OK')	text/css	etag:%222aae-56b5c12ac5380%22	http://localhost/miviaje/wp-content/themes/salient/css/magnific.css?ver=6.3	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/magnificf801.css	(from http://localhost/miviaje/)
09:57:35	173849/173849	---M--	200	added ('OK')	text/css	etag:%222a719-56669a8d9d280%22	http://localhost/miviaje/wp-content/themes/salient/css/responsive.css?ver=8.5.5	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/responsivee69e.css	(from http://localhost/miviaje/)
09:57:37	10507/10507	---M--	200	added ('OK')	text/css	etag:%22290b-53bd20aaf8800%22	http://localhost/miviaje/wp-content/themes/salient/css/select2.css?ver=6.2	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/select2ae48.css	(from http://localhost/miviaje/)
09:57:38	29706/29706	---M--	200	added ('OK')	text/css	etag:%22740a-56401d7557480%22	http://localhost/miviaje/wp-content/themes/salient/css/ascend.css?ver=8.5.4	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/ascend055d.css	(from http://localhost/miviaje/)
09:57:39	208659/208659	---M--	200	added ('OK')	text/css	etag:%2232f13-575205d3664be%22	http://localhost/miviaje/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=5.4.7	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/plugins/js_composer_salient/assets/css/js_composer.min8b06.css	(from http://localhost/miviaje/)
09:57:41	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-57468e67fd63e%22	http://localhost/miviaje/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://localhost/miviaje/)
09:57:41	1193/1193	---M--	200	added ('OK')	application/javascript	etag:%224a9-57468e6aa4cba%22	http://localhost/miviaje/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=4.9.8	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/mediaelement/mediaelement-migrate.min5010.js	(from http://localhost/miviaje/)
09:57:43	836/836	---M--	200	added ('OK')	text/xml	date:Fri,%2028%20Sep%202018%2006:57:42%20GMT	http://localhost/miviaje/xmlrpc.php?rsd	C:/My%20Web%20Sites/patricia/localhost/miviaje/xmlrpc0db0.php	(from http://localhost/miviaje/)
09:57:48	82524/82524	---MC-	200	added ('OK')	application/rss+xml	etag:%22e1507afd94743b56767c09cb340213a1%22	http://localhost/miviaje/feed/	C:/My%20Web%20Sites/patricia/localhost/miviaje/feed/index.html	(from http://localhost/miviaje/)
09:57:48	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-57468e4c4b60d%22	http://localhost/miviaje/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/wlwmanifest.xml	(from http://localhost/miviaje/)
09:57:50	2312/2312	---M--	200	added ('OK')	application/json	date:Fri,%2028%20Sep%202018%2006:57:48%20GMT	http://localhost/miviaje/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fmiviaje%2F	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-json/oembed/1.0/embedc1b2.json	(from http://localhost/miviaje/)
09:57:52	2444/2444	---M--	200	added ('OK')	text/xml	date:Fri,%2028%20Sep%202018%2006:57:50%20GMT	http://localhost/miviaje/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fmiviaje%2F&format=xml	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-json/oembed/1.0/embedea3a	(from http://localhost/miviaje/)
09:57:52	1306/1306	---M--	200	added ('OK')	image/png	etag:%2251a-57594e1fc6176%22	http://localhost/miviaje/wp-content/uploads/2018/09/cropped-4-2-32x32.png	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/uploads/2018/09/cropped-4-2-32x32.png	(from http://localhost/miviaje/)
09:57:52	56062/56062	---MC-	200	added ('OK')	application/json	date:Fri,%2028%20Sep%202018%2006:57:43%20GMT	http://localhost/miviaje/wp-json/	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-json/index.html	(from http://localhost/miviaje/)
09:57:53	97184/97184	---M--	200	added ('OK')	application/javascript	etag:%2217ba0-57468e6852685%22	http://localhost/miviaje/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/jquery/jqueryb8ff.js	(from http://localhost/miviaje/)
09:57:55	14181/14181	---M--	200	added ('OK')	image/png	etag:%223765-57598f302bccd%22	http://localhost/miviaje/wp-content/uploads/2018/09/logo-real-2.png	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/uploads/2018/09/logo-real-2.png	(from http://localhost/miviaje/)
09:57:56	25821/25821	---M--	200	added ('OK')	image/png	etag:%2264dd-57594e1fba37c%22	http://localhost/miviaje/wp-content/uploads/2018/09/cropped-4-2-192x192.png	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/uploads/2018/09/cropped-4-2-192x192.png	(from http://localhost/miviaje/)
09:57:57	28236/28236	---M--	200	added ('OK')	image/png	etag:%226e4c-57594e1fc2c5a%22	http://localhost/miviaje/wp-content/uploads/2018/09/cropped-4-2-180x180.png	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/uploads/2018/09/cropped-4-2-180x180.png	(from http://localhost/miviaje/)
09:58:04	167908/167908	---MC-	200	added ('OK')	text/html	date:Fri,%2028%20Sep%202018%2006:57:57%20GMT	http://localhost/miviaje/about-me/	C:/My%20Web%20Sites/patricia/localhost/miviaje/about-me/index.html	(from http://localhost/miviaje/)
09:58:05	156559/156559	---M--	200	added ('OK')	application/javascript	etag:%222638f-57468e6b7c096%22	http://localhost/miviaje/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.6-78496d1	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/mediaelement/mediaelement-and-player.min45a0.js	(from http://localhost/miviaje/)
09:58:11	174375/174375	---MC-	200	added ('OK')	text/html	date:Fri,%2028%20Sep%202018%2006:58:05%20GMT	http://localhost/miviaje/about-me-example/	C:/My%20Web%20Sites/patricia/localhost/miviaje/about-me-example/index.html	(from http://localhost/miviaje/)
09:58:19	176883/176883	---MC-	200	added ('OK')	text/html	date:Fri,%2028%20Sep%202018%2006:58:05%20GMT	http://localhost/miviaje/elementor-6277/	C:/My%20Web%20Sites/patricia/localhost/miviaje/elementor-6277/index.html	(from http://localhost/miviaje/)
09:58:20	123670/123670	---M--	200	added ('OK')	image/jpeg	etag:%221e316-575be15630aad%22	http://localhost/miviaje/wp-content/uploads/2018/09/planty-10.jpg	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/uploads/2018/09/planty-10.jpg	(from http://localhost/miviaje/)
09:58:27	164016/164016	---MC-	200	added ('OK')	text/html	date:Fri,%2028%20Sep%202018%2006:58:19%20GMT	http://localhost/miviaje/contact-minimal-portfolio/	C:/My%20Web%20Sites/patricia/localhost/miviaje/contact-minimal-portfolio/index.html	(from http://localhost/miviaje/)
09:58:30	41071/41071	---M--	200	added ('OK')	image/jpeg	etag:%22a06f-5762147c5a706%22	http://localhost/miviaje/wp-content/uploads/2018/09/IMG_20180903_184637_951-600x400.jpg	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/uploads/2018/09/IMG_20180903_184637_951-600x400.jpg	(from http://localhost/miviaje/)
09:58:31	4656/4656	---M--	200	added ('OK')	image/jpeg	etag:%221230-5467a271204c0%22	http://themenectar.com/demo/salient-minimal-portfolio/wp-content/uploads/2016/11/bigg-150x150.jpg	C:/My%20Web%20Sites/patricia/themenectar.com/demo/salient-minimal-portfolio/wp-content/uploads/2016/11/bigg-150x150.jpg	(from http://localhost/miviaje/)
09:58:32	4000/4000	---M--	200	added ('OK')	application/javascript	etag:%22fa0-57468e68e8a75%22	http://localhost/miviaje/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/jquery/ui/core.mine899.js	(from http://localhost/miviaje/)
09:58:33	6908/6908	---M--	200	added ('OK')	application/javascript	etag:%221afc-57468e68f5d89%22	http://localhost/miviaje/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/jquery/ui/widget.mine899.js	(from http://localhost/miviaje/)
09:58:35	6527/6527	---M--	200	added ('OK')	application/javascript	etag:%22197f-57468e69f5e00%22	http://localhost/miviaje/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/jquery/ui/position.mine899.js	(from http://localhost/miviaje/)
09:58:35	192144/192144	---M--	200	added ('OK')	image/png	etag:%222ee90-5762147ba3f1e%22	http://localhost/miviaje/wp-content/uploads/2018/09/Screenshot_20180914-132014-600x400.png	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/uploads/2018/09/Screenshot_20180914-132014-600x400.png	(from http://localhost/miviaje/)
09:58:35	653/653	---M--	200	added ('OK')	application/javascript	etag:%2228d-57468e62b0073%22	http://localhost/miviaje/wp-includes/js/wp-a11y.min.js?ver=4.9.8	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/wp-a11y.min5010.js	(from http://localhost/miviaje/)
09:58:36	9600/9600	---M--	200	added ('OK')	application/javascript	etag:%222580-57468e693a7eb%22	http://localhost/miviaje/wp-includes/js/jquery/ui/menu.min.js?ver=1.11.4	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/jquery/ui/menu.mine899.js	(from http://localhost/miviaje/)
09:58:36	1019/1019	---M--	200	added ('OK')	application/javascript	etag:%223fb-4fcd2dca56080%22	http://localhost/miviaje/wp-content/themes/salient/nectar/assets/functions/ajax-search/wpss-search-suggest.js	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/nectar/assets/functions/ajax-search/wpss-search-suggest.js	(from http://localhost/miviaje/)
09:58:37	8283/8283	---M--	200	added ('OK')	application/javascript	etag:%22205b-57468e695a411%22	http://localhost/miviaje/wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.11.4	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/jquery/ui/autocomplete.mine899.js	(from http://localhost/miviaje/)
09:58:39	14710/14710	---M--	200	added ('OK')	application/javascript	etag:%223976-5752d7e9e48a5%22	http://localhost/miviaje/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.4	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/plugins/contact-form-7/includes/js/scripts5560.js	(from http://localhost/miviaje/)
09:58:40	16130/16130	---M--	200	added ('OK')	application/javascript	etag:%223f02-5490927463880%22	http://localhost/miviaje/wp-content/themes/salient/js/modernizr.js?ver=2.6.2	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/js/modernizr61da.js	(from http://localhost/miviaje/)
09:58:41	9260/9260	---M--	200	added ('OK')	application/javascript	etag:%22242c-55c21d737fc80%22	http://localhost/miviaje/wp-content/themes/salient/js/superfish.js?ver=1.4.8	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/js/superfishb493.js	(from http://localhost/miviaje/)
09:58:47	48592/48592	---M--	200	added ('OK')	application/javascript	etag:%22bdd0-55f1c78534780%22	http://localhost/miviaje/wp-content/themes/salient/js/magnific.js?ver=7.0.1	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/js/magnificf0a0.js	(from http://localhost/miviaje/)
09:58:53	39183/39183	---M--	200	added ('OK')	application/javascript	etag:%22990f-553a58abe7480%22	http://localhost/miviaje/wp-content/themes/salient/js/infinitescroll.js?ver=1.1	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/js/infinitescroll4963.js	(from http://localhost/miviaje/)
09:58:54	914/914	---M--	200	added ('OK')	application/javascript	etag:%22392-57468e6b27fc6%22	http://localhost/miviaje/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=4.9.8	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/mediaelement/wp-mediaelement.min5010.js	(from http://localhost/miviaje/)
09:59:03	54063/54063	---M--	200	added ('OK')	application/javascript	etag:%22d32f-55769e43def00%22	http://localhost/miviaje/wp-content/themes/salient/js/flickity.min.js?ver=1.1.1	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/js/flickity.minc64e.js	(from http://localhost/miviaje/)
09:59:07	21638/21638	---M--	200	added ('OK')	application/javascript	etag:%225486-575205d69dcc9%22	http://localhost/miviaje/wp-content/plugins/js_composer_salient/assets/lib/bower/flexslider/jquery.flexslider-min.js?ver=5.4.7	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/plugins/js_composer_salient/assets/lib/bower/flexslider/jquery.flexslider-min8b06.js	(from http://localhost/miviaje/)
09:59:10	16868/16868	---M--	200	added ('OK')	application/javascript	etag:%2241e4-5559e4592de00%22	http://localhost/miviaje/wp-content/themes/salient/js/stickkit.js?ver=1.0	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/js/stickkit5152.js	(from http://localhost/miviaje/)
09:59:11	9376/9376	---M--	200	added ('OK')	application/javascript	etag:%2224a0-536f15dc89d00%22	http://localhost/miviaje/wp-content/themes/salient/js/touchswipe.min.js?ver=1.0	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/js/touchswipe.min5152.js	(from http://localhost/miviaje/)
09:59:23	66522/66522	---M--	200	added ('OK')	application/javascript	etag:%22103da-5478dc86b7680%22	http://localhost/miviaje/wp-content/themes/salient/js/select2.min.js?ver=3.5.2	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/js/select2.min49eb.js	(from http://localhost/miviaje/)
09:59:23	1078/1078	---M--	200	added ('OK')	application/javascript	etag:%22436-57468e5f5e014%22	http://localhost/miviaje/wp-includes/js/comment-reply.min.js?ver=4.9.8	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/comment-reply.min5010.js	(from http://localhost/miviaje/)
09:59:23	1398/1398	---M--	200	added ('OK')	application/javascript	etag:%22576-57468e60120e5%22	http://localhost/miviaje/wp-includes/js/wp-embed.min.js?ver=4.9.8	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/wp-embed.min5010.js	(from http://localhost/miviaje/)
09:59:28	27548/27548	---M--	200	added ('OK')	application/javascript	etag:%226b9c-575205d463fa8%22	http://localhost/miviaje/wp-content/plugins/js_composer_salient/assets/js/dist/js_composer_front.min.js?ver=5.4.7	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/plugins/js_composer_salient/assets/js/dist/js_composer_front.min8b06.js	(from http://localhost/miviaje/)
09:59:29	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-5752d7e9b6d43%22	http://localhost/miviaje/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://localhost/miviaje/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.4)
09:59:29	4598/4598	---M--	200	added ('OK')	image/svg+xml	etag:%2211f6-57468e6b82250%22	http://localhost/miviaje/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/mediaelement/mejs-controls.svg	(from http://localhost/miviaje/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.6-78496d1)
09:59:56	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-57491a7e612eb%22	http://localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
10:00:13	661700/661700	---M--	200	added ('OK')	image/jpeg	etag:%22a18c4-575d2084e3e4d%22	http://localhost/miviaje/wp-content/uploads/2018/09/IMG_20180903_184637_951.jpg	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/uploads/2018/09/IMG_20180903_184637_951.jpg	(from http://localhost/miviaje/)
10:00:23	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-57491a7e612eb%22	http://localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
10:00:24	639344/639344	---M--	200	added ('OK')	application/javascript	etag:%229c170-566b9722ba880%22	http://localhost/miviaje/wp-content/themes/salient/js/init.js?ver=8.5.6	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/js/initc207.js	(from http://localhost/miviaje/)
10:00:26	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-57491a7e88455%22	http://localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from http://localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
10:00:26	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-57491a7e75370%22	http://localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
10:00:32	20886/20886	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225196-4f6c3d639a400%22	http://localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Light-webfont.eot	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Light-webfont.eot	(from http://localhost/miviaje/wp-content/themes/salient/style.css?ver=8.5.5)
10:00:35	20886/20886	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225196-4f6c3d639a400%22	http://localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Light-webfont.eot?	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Light-webfontd41d.eot	(from http://localhost/miviaje/wp-content/themes/salient/style.css?ver=8.5.5)
10:00:38	13972/13972	---M--	200	added ('OK')	font/woff	etag:%223694-4f6c3d6582880%22	http://localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Light-webfont.woff	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Light-webfont.woff	(from http://localhost/miviaje/wp-content/themes/salient/style.css?ver=8.5.5)
10:00:41	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-57491a7e8229a%22	http://localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
10:00:41	25013/25013	---M--	200	added ('OK')	image/svg+xml	etag:%2261b5-4f6c3d639a400%22	http://localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Light-webfont.svg	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Light-webfont.svg	(from http://localhost/miviaje/wp-content/themes/salient/style.css?ver=8.5.5)
10:00:42	20704/20704	---M--	200	added ('OK')	font/ttf	etag:%2250e0-4f6c3d6582880%22	http://localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Light-webfont.ttf	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Light-webfont.ttf	(from http://localhost/miviaje/wp-content/themes/salient/style.css?ver=8.5.5)
10:00:44	13988/13988	---M--	200	added ('OK')	font/woff	etag:%2236a4-4f6c3d61b1f80%22	http://localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Regular-webfont.woff	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Regular-webfont.woff	(from http://localhost/miviaje/wp-content/themes/salient/style.css?ver=8.5.5)
10:00:45	20878/20878	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22518e-4f6c3d6582880%22	http://localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Regular-webfont.eot	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Regular-webfont.eot	(from http://localhost/miviaje/wp-content/themes/salient/style.css?ver=8.5.5)
10:00:48	20688/20688	---M--	200	added ('OK')	font/ttf	etag:%2250d0-4f6c3d6582880%22	http://localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Regular-webfont.ttf	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Regular-webfont.ttf	(from http://localhost/miviaje/wp-content/themes/salient/style.css?ver=8.5.5)
10:00:48	25573/25573	---M--	200	added ('OK')	image/svg+xml	etag:%2263e5-4f6c3d6582880%22	http://localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Regular-webfont.svg	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Regular-webfont.svg	(from http://localhost/miviaje/wp-content/themes/salient/style.css?ver=8.5.5)
10:00:50	20878/20878	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22518e-4f6c3d6582880%22	http://localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Regular-webfont.eot?	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Regular-webfontd41d.eot	(from http://localhost/miviaje/wp-content/themes/salient/style.css?ver=8.5.5)
10:00:52	21046/21046	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225236-4f6c3d639a400%22	http://localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Semibold-webfont.eot	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Semibold-webfont.eot	(from http://localhost/miviaje/wp-content/themes/salient/style.css?ver=8.5.5)
10:00:52	14052/14052	---M--	200	added ('OK')	font/woff	etag:%2236e4-4f6c3d639a400%22	http://localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Semibold-webfont.woff	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/fonts/OpenSans-Semibold-webfont.woff	(from http://localhost/miviaje/wp-content/themes/salient/style.css?ver=8.5.5)
10:00:54	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-57491a7e7c0e3%22	http://localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
